Greek Word,Frequency Rank,Theme,Level,French Translation,Part of Speech
το δώσμου,8246,General,216,,
παριστάνω / παράστησα,8247,General,216,,
σκοτώνεται / σκοτώθηκε,8248,General,216,,
νόελ,8250,General,216,,
απόλλος,8252,General,216,,
τεμπέλης,8253,General,216,,
γενειάδα,8254,General,216,,
το κακάο,8256,General,216,,
εξαίσιος,8257,General,216,,
καρφώσει / κάρφωσε,8258,General,216,,
μάλεϊ,8260,General,216,,
ξεγέλασες,8261,General,216,,
το πρωϊ,8262,General,216,,
ο κάλυκας,8263,General,216,,
το χαφιέςς,8264,General,216,,
η εμού,8266,General,216,,
η βούδα,8268,General,217,,
ο άμπερ,8269,General,217,,
η μάγειρα,8270,General,217,,
δείρω / έδειρα,8271,General,217,,
προφανήςς,8272,General,217,,
ο φάρος,8275,General,217,,
τολμάτε,8276,General,217,,
βγείς,8277,General,217,,
η ηχώ,8278,General,217,,
το δαχτυλάκι,8279,General,217,,
αρπακτικός,8280,General,217,,
η παπαριά,8281,General,217,,
άφθονο,8282,General,217,,
σαμπρίνα,8283,General,217,,
ο κηπουρός,8284,General,217,,
βράζω / έβρασα,8285,General,217,,
όπισθεν,8286,General,217,,
μπόλικο,8288,General,217,,
ανάπηρος,8289,General,217,,
ο γαλαξίας,8290,General,217,,
το δελφίνι,8291,General,217,,
νοικιάζω / νοίκιασα,8294,General,217,,
λόπεζ,8295,General,217,,
υποδηλώνω / υποδήλωσα,8297,General,217,,
το μα,8298,General,217,,
το ζην,8300,General,217,,
δεχθώ / δεχθούσα,8301,General,217,,
επώδυνο,8303,General,217,,
αυστηρός,8304,General,217,,
το ιι,8305,General,217,,
η καθρέπτη,8306,General,218,,
τοποθετώ / τοποθέτησα,8308,General,218,,
μολυσμένος,8309,General,218,,
ευχήσου,8310,General,218,,
το γκομενάκι,8312,General,218,,
το λάχανο,8313,General,218,,
στήσω / έστησα,8314,General,218,,
τσάπμαν,8316,General,218,,
σκοράρω / σκοράρισα,8317,General,218,,
ντεξ,8318,General,218,,
πρόθυρα,8319,General,218,,
μίλλερ,8321,General,218,,
ντιμίτρι,8322,General,218,,
το μπριτζ,8323,General,218,,
η ντάλια,8324,General,218,,
κατασκοπεύεις,8325,General,218,,
παραδίδω / παρέδωσα,8326,General,218,,
η πρέζα,8327,General,218,,
τζίνο,8328,General,218,,
η σαύρα,8329,General,218,,
φορητό,8330,General,218,,
το μακελειό,8331,General,218,,
η ματιού,8332,General,218,,
η σαγκάη,8334,General,218,,
το τσίμπημα,8335,General,218,,
βάψει / έβαψε,8336,General,218,,
ο καπουτσίνος,8337,General,218,,
καταζητείται / καταζητήθηκε,8338,General,218,,
διατηρήσω / διατήρησα,8339,General,218,,
αποσύρω / απέσυρα,8340,General,218,,
ηθικά,8341,General,219,,
το πάρκου,8342,General,219,,
το ποτο,8343,General,219,,
το διακόπτηςς,8344,General,219,,
πολύπλοκης,8346,General,219,,
ντολόρες,8347,General,219,,
χοντρές,8349,General,219,,
φθηνά,8350,General,219,,
ο στεναγμός,8351,General,219,,
ανακτώ / ανάκτησα,8352,General,219,,
έιβα,8354,General,219,,
δερμάτινο,8355,General,219,,
ο κολοκύθας,8357,General,219,,
το καλάμι,8358,General,219,,
ο ναπολέων,8359,General,219,,
το χερμπ,8360,General,219,,
το κόμπο,8362,General,219,,
ατμς,8363,General,219,,
μάργκος,8364,General,219,,
οι αγκαλιές,8365,General,219,,
το λύκου,8366,General,219,,
εκπαιδευμένος,8367,General,219,,
μαλακισμένος,8368,General,219,,
ο ιρλανδός,8370,General,219,,
νορμάλ,8371,General,219,,
το μπετ,8372,General,219,,
ο μερσεντής,8373,General,219,,
σοβαροί,8374,General,219,,
το σπεσιαλιτέ,8375,General,219,,
το λαβύρινθο,8376,General,219,,
στηρίζω / στήριξα,8377,General,220,,
ο πατέρης,8378,General,220,,
ξανασυναντώ / ξανασυνάντησα,8379,General,220,,
υψηλότερη,8380,General,220,,
το εισιτήριό,8381,General,220,,
εντυπωσιαστεί,8382,General,220,,
αυριανό,8383,General,220,,
οργανώσει / οργάνωσε,8384,General,220,,
οι όρχεις,8385,General,220,,
αθήνα,8386,General,220,,
το σκελετό,8387,General,220,,
η τριάδα,8388,General,220,,
ολοένα,8390,General,220,,
υπομονετικός,8391,General,220,,
η άπλυτα,8392,General,220,,
ο υπόπτων,8394,General,220,,
το κασκόλ,8395,General,220,,
ο υποπλοίαρχος,8396,General,220,,
ντέιβι,8397,General,220,,
νευριάσει / νευρίασε,8398,General,220,,
οί,8399,General,220,,
κατεβάσω / κατέβασα,8400,General,220,,
αγνός,8402,General,220,,
μπράιεν,8404,General,220,,
το κύκλου,8405,General,220,,
ευφυής,8406,General,220,,
συλλάβετέ,8407,General,220,,
ο δοντιών,8408,General,220,,
το ραμ,8409,General,220,,
εμίλ,8410,General,220,,
το βίντσι,8411,General,221,,
η νόστιμη,8412,General,221,,
πατρίσιος,8413,General,221,,
το τεύχος,8414,General,221,,
γνήσιος,8416,General,221,,
ηλικιωμένος,8417,General,221,,
το κορίν,8418,General,221,,
το ημίχρονο,8420,General,221,,
η ημερολόγια,8421,General,221,,
η έκκληση,8424,General,221,,
πρόσω / έπροσα,8425,General,221,,
άσκοπος,8426,General,221,,
το ιδιοφυές,8427,General,221,,
φυλακός,8430,General,221,,
εκτελέσω / εκτέλεσα,8431,General,221,,
το προσποιήσου,8432,General,221,,
η παρισιού,8434,General,221,,
ο αυτοκράτειρας,8435,General,221,,
συγκρίνεις,8436,General,221,,
ο πτώματος,8437,General,221,,
μάρλοου,8438,General,221,,
αλλοδαπός,8439,General,221,,
το στεφ,8440,General,221,,
το ντάρσι,8441,General,221,,
τζώνυ,8442,General,221,,
κρεμαστεί,8444,General,221,,
η νότα,8445,General,221,,
τηλ,8446,General,221,,
το προβλημάτο,8448,General,221,,
αναισθητικός,8449,General,221,,
ο βιντεοπαιχνίδιος,8450,General,222,,
τα χαλιά,8451,General,222,,
ο λέξεων,8452,General,222,,
το ντέβλιν,8453,General,222,,
τζόκερ,8454,General,222,,
το κοφτερό,8455,General,222,,
το έντερο,8457,General,222,,
το βάτραχο,8458,General,222,,
η νόβα,8460,General,222,,
η άφιξή,8461,General,222,,
κάπις,8462,General,222,,
γαλάζια,8463,General,222,,
οι τσίχλες,8464,General,222,,
οι γιάρδες,8465,General,222,,
τομπάιας,8466,General,222,,
το εξάνθημα,8467,General,222,,
χικς,8469,General,222,,
νιούτον,8470,General,222,,
συμβολίζω / συμβόλισα,8471,General,222,,
πλένω / έπλυνα,8472,General,222,,
ο σμήναρχος,8474,General,222,,
ο απαγωγέας,8477,General,222,,
πανικοβάλλεσαι,8478,General,222,,
ερωτευτώ / ερωτευτούσα,8479,General,222,,
κατασκόπος,8480,General,222,,
χάιντι,8481,General,222,,
ο θορύβος,8482,General,222,,
η ύφεση,8484,General,222,,
η ράγα,8485,General,222,,
η ψαρά,8486,General,222,,
ο φράουλας,8487,General,223,,
γουίλυς,8488,General,223,,
ο θηλιάς,8489,General,223,,
η ελαττώματα,8490,General,223,,
ο καβγάς,8493,General,223,,
ο πονοκεφάλος,8494,General,223,,
ο σελήνης,8495,General,223,,
ορίζω / όρισα,8496,General,223,,
οι λεκέδες,8497,General,223,,
η λοίμωξη,8499,General,223,,
το νόσο,8500,General,223,,
το ορφανό,8501,General,223,,
χτυπημένος,8502,General,223,,
εκκενώστε,8503,General,223,,
το κουτάκι,8504,General,223,,
μπλαντ,8505,General,223,,
ο θεραπευτής,8506,General,223,,
τυγχάνω / έτυχα,8507,General,223,,
ετοιμάζεσαι,8508,General,223,,
ληστέψει / λήστεψε,8509,General,223,,
το εχε,8510,General,223,,
η πλημμύρα,8512,General,223,,
το γουέντυ,8513,General,223,,
το ρόμυ,8514,General,223,,
ο σπρώξτες,8517,General,223,,
αρμόζω / άρμοσα,8518,General,223,,
χειροκροτήστε,8519,General,223,,
περιπολικά,8520,General,223,,
ο φράγκος,8521,General,223,,
αποδεχτώ / αποδεχτούσα,8522,General,223,,
κηδεμόνας,8523,General,224,,
ο οικοδεσπότης,8525,General,224,,
η σκάτωσα,8526,General,224,,
η αλοιφή,8527,General,224,,
ντάριος,8529,General,224,,
σεο,8531,General,224,,
συγχωρέσω / συγχώρεσα,8532,General,224,,
ο δώστας,8533,General,224,,
ευτυχισμένες,8534,General,224,,
δράσει / έδρασε,8535,General,224,,
ο αιδοίος,8537,General,224,,
στάζω / έσταξα,8538,General,224,,
συνδέσει / σύνδεσε,8539,General,224,,
ο δυσάρεστας,8540,General,224,,
αντίχειρα,8541,General,224,,
γρηγορότερο,8542,General,224,,
λόης,8543,General,224,,
ο βοηθειών,8544,General,224,,
το πέτρο,8545,General,224,,
ο καβγάδης,8546,General,224,,
η λύτρωση,8547,General,224,,
πρέπων,8548,General,224,,
φιλικοί,8549,General,224,,
το καλωσόρισμα,8550,General,224,,
το πετράδι,8552,General,224,,
απαλός,8553,General,224,,
σελίνα,8554,General,224,,
αποκλείσω / απόκλεισα,8555,General,224,,
ψεύδω / έψευδα,8556,General,224,,
ο τέηλορ,8557,General,224,,
θαρρής,8558,General,225,,
οι σκύλοι,8559,General,225,,
το πέισι,8561,General,225,,
φλόιντς,8562,General,225,,
ο κουκλάρας,8564,General,225,,
η χαρτούρα,8565,General,225,,
οι άμαξες,8566,General,225,,
η συνεχεια,8567,General,225,,
τραβώ / τράβηξα,8568,General,225,,
η παραλαβή,8569,General,225,,
τζόρτζι,8570,General,225,,
μάρνι,8571,General,225,,
τα ορεκτικά,8572,General,225,,
γενεύη,8573,General,225,,
η βαθμολογία,8574,General,225,,
το σλόγκαν,8575,General,225,,
το χέιβεν,8576,General,225,,
το μπάι,8577,General,225,,
ριψοκίνδυνος,8578,General,225,,
συμφέρω / συνέφερα,8579,General,225,,
η θεια,8580,General,225,,
το σωμα,8581,General,225,,
θίο,8582,General,225,,
αποτρέψω / απέτρεψα,8584,General,225,,
μολύνω / μόλυνα,8586,General,225,,
τωρινός,8587,General,225,,
γραφικός,8588,General,225,,
ο σαντιάγκος,8589,General,225,,
ανυπόμονος,8590,General,225,,
το άσθμα,8593,General,225,,
ξεροκέφαλος,8594,General,226,,
ντατς,8595,General,226,,
η ένστικτα,8596,General,226,,
μεσ,8597,General,226,,
η φούσκα,8598,General,226,,
γεννητικός,8600,General,226,,
το ουίσκυ,8601,General,226,,
το μπάντυ,8602,General,226,,
το μπλογκ,8603,General,226,,
σάτος,8607,General,226,,
συμμετάσχει,8608,General,226,,
το ζεντ,8609,General,226,,
η συστήση,8611,General,226,,
φλερτάρω / φλέρταρα,8612,General,226,,
το ραντ,8613,General,226,,
άντισον,8614,General,226,,
ζαλίζομαι / ζαλίσθηκα,8615,General,226,,
η κοιλιακή,8616,General,226,,
τζαφά,8617,General,226,,
ο αθώων,8618,General,226,,
ετοιμαστεί,8619,General,226,,
η νταίζη,8620,General,226,,
ντρος,8621,General,226,,
άντρεα,8624,General,226,,
ο χωματερής,8625,General,226,,
η πούλα,8627,General,226,,
άπληστος,8629,General,226,,
μέσης,8630,General,226,,
το αίσχος,8631,General,226,,
η φιδιού,8632,General,226,,
η κατάματα,8633,General,227,,
απασχολήσω / απασχόλησα,8634,General,227,,
η λλά,8635,General,227,,
καθορίζω / καθόρισα,8637,General,227,,
ο ιθαγενέας,8640,General,227,,
η ανηψιά,8641,General,227,,
σάπια,8642,General,227,,
η εξορία,8643,General,227,,
σιγουρη,8645,General,227,,
το πρότζεκτ,8646,General,227,,
το αλλονς,8647,General,227,,
πάψω / έπαψα,8648,General,227,,
μαγειρέψει / μαγείρεψε,8651,General,227,,
βυθίζω / βύθισα,8652,General,227,,
γοργόνα,8653,General,227,,
το σλιμ,8655,General,227,,
απατώ / απάτησα,8656,General,227,,
ψύχραιμος,8657,General,227,,
ο θαυμάτων,8658,General,227,,
ο μπός,8659,General,227,,
το σαβς,8660,General,227,,
θεϊκός,8661,General,227,,
η φορτία,8662,General,227,,
τοπ,8663,General,227,,
ο πλαστός,8664,General,227,,
το αστακό,8665,General,227,,
ο επιβατών,8667,General,227,,
